DrugBank ID,bit_0,bit_1,bit_2,bit_3,bit_4,bit_5,bit_6,bit_7,bit_8,bit_9,bit_10,bit_11,bit_12,bit_13,bit_14,bit_15,bit_16,bit_17,bit_18,bit_19,bit_20,bit_21,bit_22,bit_23,bit_24,bit_25,bit_26,bit_27,bit_28,bit_29,bit_30,bit_31,bit_32,bit_33,bit_34,bit_35,bit_36,bit_37,bit_38,bit_39,bit_40,bit_41,bit_42,bit_43,bit_44,bit_45,bit_46,bit_47,bit_48,bit_49,bit_50,bit_51,bit_52,bit_53,bit_54,bit_55,bit_56,bit_57,bit_58,bit_59,bit_60,bit_61,bit_62,bit_63,bit_64,bit_65,bit_66,bit_67,bit_68,bit_69,bit_70,bit_71,bit_72,bit_73,bit_74,bit_75,bit_76,bit_77,bit_78,bit_79,bit_80,bit_81,bit_82,bit_83,bit_84,bit_85,bit_86,bit_87,bit_88,bit_89,bit_90,bit_91,bit_92,bit_93,bit_94,bit_95,bit_96,bit_97,bit_98,bit_99
DB00987,0.2081,-0.6693,0.1277,-0.0446,1.4921,0.9554,1.0214,1.1526,0.2217,-0.1023,-0.6683,-0.4239,-0.5615,1.4908,-0.4068,-0.4212,-0.6474,-0.0782,0.1275,0.3975,-0.2018,-0.6176,-0.9538,-0.0639,0.9275,-0.2698,-0.8748,0.184,0.1256,0.5248,-0.3153,0.0063,-0.0606,0.0653,-0.0984,-0.2108,0.4072,-0.0025,0.1507,-0.2239,0.1791,0.3253,0.0694,0.3091,-0.2977,0.1356,0.0488,-0.0354,-0.1867,0.251,-0.1625,-0.1274,-0.1425,-0.5324,0.0163,0.2109,-0.2337,-0.2203,0.2212,-0.1598,-0.0759,-0.3197,0.1016,0.4397,-0.3116,0.2185,-0.5411,0.2134,-0.0476,-0.1928,0.1999,-0.4268,-0.3221,0.4536,0.0107,0.3415,-0.4688,-0.0737,-0.5747,0.7585,-0.1359,0.0641,0.4731,0.0494,0.0304,-0.2434,-0.0459,0.1083,0.1126,0.3433,-0.06,0.2248,0.1008,0.0283,-0.1726,0.0298,-0.2142,0.4281,-0.0193,-0.1773
DB00988,-1.3061,-0.4018,0.4802,-0.3531,-0.1917,0.5002,0.2649,-0.3499,-0.4387,0.713,0.1631,0.7898,-0.1995,1.0621,-0.4928,-0.2929,-0.1589,-0.4296,-0.2925,0.8033,-0.224,0.2914,0.319,-0.0492,0.4415,0.248,0.2499,0.3015,-0.6054,0.3166,-0.0524,0.4932,0.38,0.0756,0.3636,-0.1116,0.0521,-0.2701,0.4656,0.1806,0.2651,0.3352,-0.2842,-0.2292,0.0678,-0.3048,0.0565,0.02,-0.0675,-0.037,0.1203,0.0465,0.2413,-0.2635,0.1562,-0.4678,-0.3154,0.2998,0.0755,-0.1159,0.0635,-0.0122,0.059,0.2073,0.1281,-0.1373,0.1762,0.0957,0.2476,0.0325,0.1038,0.1449,-0.1232,0.1749,0.0038,0.3927,-0.0421,-0.216,0.0098,-0.34,0.2357,-0.1096,-0.3505,-0.0685,-0.2918,-0.4713,-0.0814,-0.071,-0.5569,-0.4349,-0.087,-0.0771,0.2557,-0.0305,-0.0379,-0.1378,0.1983,0.1484,-0.0281,0.1139
DB00989,-0.8209,0.2842,0.8776,-0.581,-0.5527,-1.0561,-0.165,0.5166,-0.0657,-0.005,0.4703,-0.0089,0.6639,-0.1774,0.1728,-0.4517,0.0329,-0.2546,-0.4176,0.3091,-0.0492,-0.773,-0.4159,-0.472,-0.3884,-0.1221,-0.0756,0.0484,0.2965,-0.0801,-0.624,-0.0547,-0.2988,0.1187,-0.2378,0.3738,0.4802,0.0566,-0.5239,-0.2884,-0.1131,0.4268,0.138,0.627,-0.4435,0.0546,0.1055,0.5231,0.2499,0.0642,0.0539,-0.0953,0.435,-0.2626,-0.1223,0.2058,0.0048,-0.333,0.0374,0.3224,-0.1479,-0.4535,-0.3283,-0.352,-0.4036,-0.4512,0.3275,0.0643,0.0165,0.225,-0.6498,0.2921,0.1667,0.4024,-0.2022,0.3224,-0.0012,0.0538,0.2604,-0.0935,-0.4119,0.1852,0.1427,-0.0061,-0.3114,0.084,-0.0637,-0.0254,0.0639,-0.3635,0.0593,-0.0567,-0.0689,0.1528,0.3146,0.0047,0.0303,-0.2418,-0.1946,0.2154
DB00990,1.4006,-2.0722,-0.9899,0.2902,-0.6472,-0.2601,-0.0876,-1.0546,-0.3162,-0.7503,0.123,-0.2826,-0.075,0.1619,-0.1824,-0.1438,-0.2233,0.3779,0.0852,0.1257,-0.045,0.0685,-0.336,-0.3049,-0.0268,-0.2463,-0.0924,-0.3227,0.1036,0.4263,-0.4268,-0.2608,0.6058,0.3603,-0.417,-0.4213,-0.3482,-0.0348,-0.1274,-0.3487,0.301,0.1011,-0.2413,0.1185,0.075,0.0233,-0.4047,0.1137,0.2408,0.143,-0.049,-0.0955,0.4744,0.0618,-0.2462,0.0385,0.1297,-0.1323,-0.0356,-0.0048,-0.0839,0.1918,-0.1847,-0.0626,0.1075,0.5579,-0.5099,-0.3329,-0.214,-0.1766,-0.0281,0.1146,0.0416,0.0806,0.3006,0.4397,-0.0447,0.0614,-0.4757,-0.424,-0.1614,-0.2243,-0.2791,-0.1684,-0.5439,0.4816,0.2203,-0.0117,-0.0543,-0.3878,0.4237,-0.5311,0.0822,-0.4462,0.2566,0.2564,0.3443,0.0611,-0.2247,0.328
DB00991,-0.9453,0.3591,0.4605,0.7169,0.0323,-0.2858,0.6182,-0.2828,0.7141,-0.0615,-0.5761,-0.3803,-0.063,0.2099,0.0154,-0.8611,0.0992,-0.0373,0.4976,0.2887,0.0668,0.7214,-0.4633,-0.0068,0.7451,0.4418,-0.2485,-0.2044,0.4523,0.0635,0.3558,-0.0709,-0.0234,0.2375,-0.0872,-0.6648,0.1969,0.453,-0.1076,-0.5085,0.2771,-0.3528,0.0666,-0.3501,0.0728,0.0012,0.1762,-0.017,0.1427,-0.4417,0.1872,0.3756,0.2353,0.1479,-0.3641,-0.0365,-0.0051,-0.1555,0.0004,-0.4083,-0.3753,0.1965,-0.0425,-0.0578,0.0926,-0.4905,-0.1277,-0.2042,0.1121,-0.1075,0.1876,-0.0078,-0.1783,0.0266,-0.0556,-0.0137,-0.416,0.0862,0.3658,-0.0019,0.2384,-0.2225,-0.2634,0.1327,0.112,0.0052,0.0548,-0.1355,0.5163,0.4721,0.0168,-0.0053,-0.2634,0.0956,0.3252,-0.3715,-0.346,-0.2715,-0.2892,-0.17
DB00993,-0.7502,-0.532,-0.3947,0.0159,0.8006,0.6025,0.1501,-0.528,-0.009,-1.1321,-0.7882,0.4171,0.7403,-0.1411,0.2109,0.5081,-0.3462,0.2239,-0.5406,0.2006,0.5527,-0.1369,-0.3552,-0.019,-0.0836,0.2887,0.9432,-0.4332,0.2757,-0.0293,-1.1144,-0.4313,0.0836,-0.2078,0.3217,-0.1876,-0.0618,-0.0645,0.4711,0.0755,-0.284,-0.4886,0.019,-0.2734,-0.1894,0.258,-0.9586,-0.2684,0.3442,0.2597,0.3503,0.141,-0.0788,0.5133,0.2023,-0.2336,0.5787,-0.2199,-0.4203,-0.7627,0.6391,-0.5212,-0.2527,-0.0945,0.4891,-0.4181,0.3093,0.5472,0.9617,-0.3591,-0.1581,0.2711,0.3299,-0.0369,-0.1233,0.0693,0.2372,0.4153,0.1808,0.0135,0.1732,0.1535,0.2052,0.2769,-0.1961,0.1341,0.4392,-0.0769,0.1816,-0.2151,-0.1975,-0.4172,-0.0802,-0.2294,-0.0716,-0.1104,0.2377,-0.1395,-0.2055,0.0392
DB00996,-0.2102,-1.2835,0.7999,0.6721,0.1257,0.3995,-0.529,-0.5894,0.6912,0.4531,-0.2639,0.1331,-0.2816,-0.393,-0.1343,-0.5463,-0.0555,-0.3468,-0.1755,0.0803,0.5298,-0.0574,0.1551,-0.0555,-0.0249,0.3867,-0.2487,0.1829,0.2683,-0.1545,0.6968,-0.0655,0.5139,-0.329,0.0471,0.0922,-0.0635,0.1166,-0.4573,0.062,-0.1534,0.1611,-0.301,-0.3544,-0.3872,0.2437,-0.0926,-0.147,0.1223,-0.3532,0.5071,0.2715,0.1987,-0.0395,-0.0805,-0.3926,0.1896,0.2458,-0.5201,0.0308,0.0586,0.0154,0.2157,-0.3349,0.139,-0.4487,0.0623,0.0112,-0.1921,-0.3553,-0.2188,-0.2859,-0.0491,-0.2129,-0.0735,-0.1795,0.1502,-0.3901,-0.3733,0.4294,-0.1344,-0.1068,-0.1239,-0.3488,0.1898,0.0439,0.079,-0.3463,-0.2642,0.0731,0.1084,0.2037,0.0353,-0.1561,0.03,0.0212,0.1926,0.1757,0.2216,-0.269
DB00997,1.9831,-0.205,-0.2502,-0.9264,-0.0868,-1.1189,0.8497,1.9652,0.2217,1.1789,-1.5685,0.2719,0.0462,1.2214,0.0112,0.1014,0.8621,1.362,-0.1748,-0.4184,-0.1835,0.4302,0.1267,-0.3779,0.1228,-0.6961,-0.0151,-0.8847,-0.0459,-0.4567,1.3981,-0.4817,0.6561,-0.7804,0.3203,0.7018,1.7604,-0.8013,-0.2125,0.8787,-0.2742,1.6177,-0.4242,-1.6633,-0.2807,0.0847,-0.9268,1.0197,-0.6605,0.8291,1.1703,-0.3998,-0.5685,-0.6613,0.4943,0.0963,0.2386,0.166,0.1041,0.2626,-0.2115,0.095,-0.9523,-1.3456,-0.208,-0.3549,0.3117,0.3249,-0.2297,-0.3269,0.76,0.1808,0.1333,0.1461,-0.1565,0.0257,-0.1932,0.3906,0.1024,0.1346,0.3196,0.6799,0.3548,0.0099,0.3461,0.2529,0.0593,0.202,0.1465,-0.1212,-0.2498,-0.425,-0.0687,-0.1811,0.2758,0.3629,-0.0396,-0.0741,-0.0396,-0.2017
DB00998,0.4649,0.121,0.3055,-0.4227,0.0234,0.2327,-0.1548,-1.0892,-0.4081,0.5762,-0.4674,-0.3541,-0.0193,0.1714,-0.0403,0.1146,-0.3311,0.465,0.6917,-0.0192,-0.1025,-1.1825,-0.0607,0.2543,-0.4073,0.4957,-0.4982,0.1612,-0.4915,0.1465,0.1441,0.2557,-0.5297,0.0407,-0.4287,0.6633,0.1534,-0.0644,-0.2922,0.2358,0.6301,-0.3845,-0.8596,0.0833,-0.163,-0.3959,0.2784,-0.0328,0.1362,-0.1409,-0.55,-0.1007,-0.0819,-0.3119,-0.0635,-0.1962,0.4101,-0.5714,-0.5543,0.1957,0.2912,-0.1593,0.283,0.2256,-0.0174,-0.1328,-0.392,0.1588,-0.0364,0.2249,0.0002,0.0606,-0.1053,-0.2072,0.1665,0.3251,-0.1319,0.0563,-0.0056,0.2364,-0.0887,0.9637,-0.1581,0.0036,-0.0508,-0.1093,0.0799,-0.0403,0.2925,-0.123,0.0813,-0.2776,-0.1474,-0.4431,0.0472,0.272,0.6199,-0.0927,0.4115,0.2227
DB00999,-1.0284,-0.535,-0.5023,-0.3824,0.2075,0.8168,0.8611,-0.8413,-0.8398,0.9327,-0.4912,0.3974,-0.3844,-0.8666,0.2323,0.8332,-0.0462,0.6334,0.1245,0.6689,-0.3491,-0.1978,0.811,-1.4386,0.2206,0.1684,0.1752,0.2873,0.2451,-0.2616,0.3514,-0.6027,-0.6841,-0.0564,-0.034,0.835,-0.4719,0.8814,0.6476,0.0433,0.1333,0.3832,-0.3867,0.2112,-0.1308,-1.2945,-0.3123,-0.0693,0.2109,0.2274,0.3992,0.012,0.199,0.7846,-0.1867,0.2779,-0.4009,0.1182,0.2074,0.183,0.4358,0.2215,-0.4152,-0.2089,-0.1578,-0.2898,0.2033,0.5863,0.0228,0.1951,0.3611,-0.0588,-0.2063,-0.8134,-0.0852,-0.1126,0.0789,-0.3262,-0.2228,-0.0567,-0.4081,-0.2654,0.6997,-0.194,0.1624,0.3236,-0.0235,-0.295,0.0864,0.0147,-0.185,-0.2877,-0.351,-0.2033,-0.1503,-0.5186,-0.4224,0.0823,-0.0375,0.3347
DB01000,1.7046,-0.5697,0.4049,1.5874,0.9981,-0.8424,-0.103,-0.4043,-1.0143,0.2511,-0.0728,0.7003,-0.3217,-0.1736,0.3018,0.1401,-0.9173,-1.0571,-0.9658,-1.5792,-0.2216,-0.5844,0.1252,0.957,1.447,-0.2306,-0.0148,-0.2193,-0.5813,-0.3905,0.3904,0.051,0.3991,-0.6904,0.1458,0.4082,-0.7792,0.3398,-0.1846,0.1709,0.1472,0.3749,0.0586,-0.2455,-0.0665,-0.3937,-0.0466,-0.008,-0.1633,-0.1211,0.2137,0.7299,0.4272,-0.3289,0.2915,-0.7944,-0.0832,0.0864,-0.0549,0.5334,-0.259,0.2068,0.0065,-0.1322,-0.0125,0.099,0.1725,0.1699,0.2,-0.0855,-0.2604,-0.106,-0.1288,-0.2075,-0.0863,-0.4737,0.0468,-0.0338,-0.143,0.0063,-0.1899,-0.1094,0.0285,0.0658,-0.3406,0.117,-0.0844,-0.3372,-0.128,0.0499,0.0815,-0.0172,0.1768,-0.2106,-0.1786,0.1081,0.3258,-0.0096,0.0796,0.0004
DB01001,-1.2267,-0.0128,1.015,-0.6226,-0.2897,0.1207,0.0883,-0.0652,-1.6726,0.6342,1.3007,-0.0451,0.6953,1.4528,0.063,0.0895,-0.0304,0.2172,0.386,0.1189,0.0866,-0.2891,0.4412,-0.1402,-0.1248,-0.2288,-0.5667,0.8329,-0.1511,0.5736,-0.3652,-0.6244,-0.055,-0.154,0.3146,-0.5619,-0.979,-0.5579,0.1461,0.3916,-0.3727,0.4866,-0.3205,0.2585,-0.2739,-0.2391,-0.6373,-0.0744,-0.6264,-0.3463,0.0956,0.2738,-0.0034,-0.1525,-0.3405,0.0527,-0.0141,-0.4717,0.1251,-0.2108,0.4564,0.0838,0.0284,0.0617,-0.3116,-0.3394,-0.1043,-0.2014,-0.0813,-0.1209,-0.153,0.1837,0.3045,0.3724,-0.0436,-0.1838,0.2339,0.4937,-0.0279,0.0051,-0.2496,-0.5625,-0.0627,0.2292,0.2602,0.1189,0.1957,0.3389,-0.1542,0.3743,-0.036,0.1918,0.093,0.1648,-0.0211,-0.0459,0.098,-0.1946,0.2222,-0.1078
DB01002,0.5401,0.8663,-0.224,0.6387,-0.0101,0.1802,-1.4623,-0.3392,0.5973,-0.0648,0.7057,0.0872,-0.2976,0.3147,1.5616,0.3868,-0.5758,0.0473,0.4811,0.3992,-0.2726,0.4106,-0.488,0.6189,-0.8439,-0.1919,-0.1599,0.1663,-0.2365,-0.6973,-0.476,-0.2464,-0.47,0.0715,-0.4768,0.1717,0.6439,-0.5778,-0.698,-0.1047,-0.0654,0.2814,-0.1398,-0.1759,0.285,0.3269,0.297,0.275,0.0467,0.4683,0.2995,-0.1828,0.4815,-0.3396,0.3316,-0.0992,0.0697,-0.1965,0.1548,-0.4113,-0.3049,0.2015,-0.1223,0.0189,-0.4872,-0.1563,0.3462,0.4102,0.2329,-0.0176,-0.0619,-0.243,0.1507,-0.0872,-0.7873,0.0852,-0.1188,-0.1814,-0.4158,0.3688,-0.2026,-0.6298,0.5199,0.5381,-0.0509,-0.0725,-0.3681,0.0182,-0.4205,-0.312,-0.1248,-0.026,0.3055,0.1995,-0.2582,-0.5316,0.2016,0.0909,-0.3074,0.0362
DB01004,-0.3502,-0.3276,0.3717,-0.3507,1.5359,0.825,0.5211,0.2146,0.2865,-1.3346,-0.5623,-0.577,0.3463,0.3014,-0.6302,-0.4158,-0.7256,0.5748,-1.0299,0.0837,0.2818,-0.6273,0.1356,-0.7293,0.6047,0.316,-0.9642,0.1024,0.2809,0.0627,-0.6535,0.0359,-0.0158,0.2889,0.0639,-0.2107,-0.2563,0.1302,-0.0321,0.0856,-0.062,0.3732,0.3521,0.5328,-0.2202,0.0702,0.4303,-0.1776,-0.3796,0.1549,0.2427,-0.2584,-0.1229,0.0674,-0.2452,-0.1939,0.1036,0.1107,0.1663,0.5845,-0.1196,0.0378,-0.51,-0.6517,0.2427,0.1186,0.4378,0.2498,0.1742,-0.2794,-0.0145,0.4369,-0.0291,-0.3747,0.2254,0.0688,0.2482,0.1042,0.3879,-0.4167,-0.3701,0.1046,-0.4868,0.0142,-0.2068,0.3343,-0.3485,-0.1028,-0.0728,-0.4108,0.0583,-0.3197,0.3867,0.2271,-0.0602,0.1459,0.2192,-0.0149,0.0096,-0.0961
DB01005,-0.9569,-1.1922,1.0409,0.4316,0.8065,0.1455,-0.2067,-0.7115,0.2121,0.5591,-0.4727,0.2152,-0.6403,-0.1178,0.1372,0.1048,0.251,0.3484,-0.244,-0.1952,0.2517,-0.2398,0.1752,0.2762,-0.3052,-0.071,-0.0139,-0.006,-0.2189,0.0699,0.2634,0.0721,0.0936,0.0433,-0.0473,-0.011,-0.0058,-0.2038,-0.0637,0.0773,0.1601,0.1109,0.0127,0.0997,0.0525,-0.0571,0.3428,-0.1507,0.3125,-0.0213,0.0805,-0.0825,0.2281,-0.0842,-0.0642,-0.0872,-0.1918,-0.2485,-0.1391,-0.183,-0.3008,0.0911,-0.0337,0.0546,-0.2628,-0.0652,-0.084,-0.0912,-0.0132,0.0983,-0.1711,-0.0694,-0.0606,0.1148,0.2578,0.0609,0.057,-0.0417,0.0081,0.0779,0.2445,0.1359,0.0167,-0.0599,0.0317,0.0675,0.0349,0.031,-0.0788,-0.0013,-0.0178,0.0282,-0.1084,-0.1328,-0.0226,0.0952,0.0475,-0.0298,0.3924,-0.0383
DB01006,-1.5246,-0.4529,-0.4376,0.1336,0.4347,0.4303,-0.0945,0.273,-0.7823,-0.3639,0.141,-0.5865,0.3529,0.0858,-0.431,-0.1886,-0.268,-0.0208,-0.5893,-0.0213,0.4526,-0.7675,-0.0895,0.0171,0.0937,0.4419,0.9003,0.4983,-0.1232,0.115,0.1117,0.0159,-0.9949,-0.2895,0.5195,-0.2371,0.5146,-0.0841,0.0584,0.3535,0.2248,-0.2733,0.124,0.1009,-0.0481,0.0276,-0.064,0.0457,0.0116,-0.2202,-0.0861,-0.3755,-0.3921,-0.3107,0.2101,-0.0171,0.7688,-0.102,0.2605,-0.75,-0.303,0.2394,-0.1811,-0.1396,0.0511,0.0451,-0.3882,0.1418,-0.0879,0.1387,-0.1033,-0.4783,0.9097,0.4907,-0.4297,-0.3139,-0.4683,0.0647,0.6568,-0.2641,-0.0638,-0.3918,-0.0909,0.4483,-0.4601,0.421,0.1254,-0.1458,-0.416,0.3043,-0.099,-0.142,0.1431,0.2056,-0.1184,-0.5173,-0.0716,0.0088,0.2967,-0.1724
DB01007,-1.2719,0.4125,-1.1486,-0.5757,0.5853,0.8186,1.0942,0.6668,-0.7719,0.1874,1.6281,0.4574,-0.5969,-0.8932,-0.378,-0.54,-0.5233,0.515,-0.6059,0.0347,0.3097,0.4364,0.549,0.1095,0.2836,0.1125,0.0961,0.5406,0.6341,0.1474,-0.8355,0.2633,-0.6155,-0.1524,0.8749,0.0687,1.0433,-0.201,0.3742,-0.2257,0.5326,-0.3649,0.1778,0.5411,-0.6424,-0.077,0.6407,1.3583,-1.1649,-0.9981,0.2121,0.475,0.2219,0.2744,-0.9011,-0.1699,0.7566,0.2442,0.619,0.3991,0.7565,-0.0515,-0.0765,0.0135,0.2282,0.7313,-0.2571,-0.0192,-0.5875,0.729,0.1058,-0.3108,0.1701,0.1305,0.649,-0.5978,0.2445,0.4436,0.1091,0.7186,0.1699,0.0054,0.4759,-0.2211,0.3281,-0.149,0.1098,0.2959,0.3453,-0.1899,0.0322,-0.2929,0.1408,-0.1819,-0.6434,0.3799,0.2671,0.1759,-0.4549,0.0487
DB01008,-1.1748,-1.327,0.5503,-0.3639,0.1852,0.2244,-0.5351,0.1795,0.4905,-0.1235,-0.3005,0.4498,-0.0708,-0.4312,0.1553,0.7293,-0.0617,-0.1644,-0.1702,-0.2449,-0.2739,0.4348,0.2958,-0.3583,0.0526,-0.2448,0.3692,-0.1297,0.2937,-0.084,0.0428,-0.5213,0.0437,0.0528,-0.3036,-0.0021,-0.1071,-0.1126,0.1187,0.2288,-0.2586,-0.3521,-0.0504,0.1179,-0.0588,-0.0435,0.1455,0.5042,-0.1247,-0.374,-0.4852,-0.1372,0.1599,0.0555,-0.1241,0.0419,-0.2674,0.0303,-0.2245,0.3389,-0.3844,-0.1147,-0.1842,-0.1182,-0.2102,0.0053,-0.0976,0.0828,-0.163,-0.119,-0.0084,-0.0316,0.2333,-0.1588,-0.0726,-0.1211,0.1059,-0.0435,0.0176,-0.1929,-0.1903,-0.2161,-0.0081,0.1537,0.2397,-0.2829,-0.2117,0.0218,0.0898,-0.113,0.0229,0.1395,-0.0903,-0.1495,0.0685,-0.0407,-0.1357,-0.1789,-0.1066,-0.1576
DB01009,-0.8105,0.3311,0.783,0.6786,-0.5219,-1.1728,0.2652,-0.0713,-0.3826,0.6694,0.2211,-0.9085,0.473,0.0551,-0.3925,-0.1864,0.1556,0.3322,0.0453,-0.0099,-0.0016,-0.3158,-0.7755,-0.1444,0.301,0.3,0.2421,-0.1679,-0.048,-0.0103,-0.0582,-0.1963,-0.2296,0.5111,-0.7102,0.4717,0.3743,0.2532,-0.5486,-0.1243,0.054,-0.0658,-0.2055,0.4946,-0.2247,-0.1448,-0.1592,0.6002,0.0626,0.197,-0.2516,-0.4001,-0.0205,0.0569,0.3796,0.0679,-0.0157,-0.3223,-0.2942,-0.4917,-0.1225,-0.3192,-0.3828,0.3613,-0.3728,0.2333,-0.1114,0.4484,-0.1111,0.155,-0.2703,0.2513,-0.1489,-0.1843,0.1817,-0.255,-0.0778,-0.2087,0.2255,0.0482,0.0326,0.5493,-0.272,-0.3942,0.1429,0.0309,-0.0518,0.0288,0.0064,0.1318,-0.3318,0.5636,0.28,0.0837,-0.1832,-0.0923,0.1362,-0.0685,0.3586,-0.0592
DB01010,-1.2705,-0.2869,0.1586,-0.177,-0.5541,-0.3386,-0.1112,0.1922,-0.4079,0.2231,0.237,0.5266,0.3837,0.8328,0.2494,-0.0857,-0.3465,0.0253,0.2994,0.5589,0.1759,0.2887,-0.1495,0.4026,-0.3148,-0.0987,0.2042,0.1896,-0.3942,-0.5181,-0.5374,-0.2058,-0.169,0.0376,-0.0509,-0.1017,0.5027,-0.1825,-0.1665,-0.0779,-0.2301,0.2122,0.0833,0.0273,-0.2356,0.1592,-0.1288,0.3041,-0.0645,0.1934,0.3712,0.1374,0.0231,-0.2584,-0.1095,-0.1163,-0.1919,0.0162,-0.0807,0.0567,-0.3355,-0.3745,-0.5317,-0.1936,0.0777,-0.0189,0.3793,-0.5596,0.0276,0.5846,-0.3531,0.3414,-0.1393,0.1654,0.3148,0.1057,0.1899,-0.3494,-0.1075,-0.2916,-0.0878,0.1187,-0.2323,-0.0049,0.2427,0.1934,-0.1752,-0.0539,0.1493,-0.1426,-0.2778,-0.0369,0.0727,0.3237,-0.0612,0.0362,0.1728,-0.0849,-0.3664,0.3297
DB01011,-1.0827,-0.1442,0.0141,0.0073,0.1439,-0.7799,0.1337,-0.8114,0.1521,-0.2447,-0.3938,-0.9409,-0.1913,0.1967,0.6248,-0.5995,0.3701,0.2841,0.4394,-0.6006,0.5265,0.2548,0.3029,-0.601,0.1263,-0.4344,0.5471,0.1666,-0.3357,0.1307,-0.399,0.2503,-0.275,0.104,0.3742,0.6195,0.2583,-0.1036,-0.287,-0.0308,0.4505,0.3657,-0.4069,0.155,-0.2952,-0.324,-0.4233,0.3368,-0.4645,0.6255,-0.0874,0.3252,-0.2956,-0.2909,-0.0561,0.1444,-0.0654,-0.4246,0.1272,-0.1462,-0.0597,-0.1019,-0.1934,0.9248,0.0166,-0.2011,-0.108,-0.5462,-0.1789,0.0189,0.0307,0.0639,-0.2199,-0.0912,-0.1005,0.1187,-0.2041,-0.0398,0.0445,0.0473,-0.2406,0.1788,-0.2713,-0.0711,-0.033,-0.2237,0.0645,0.1372,0.3687,-0.0737,0.5805,0.239,-0.1246,0.0716,-0.2459,-0.4336,-0.3387,-0.0198,0.185,-0.0314
DB01012,-1.4526,1.1003,0.2576,-0.5909,-0.8301,-0.0019,0.1966,-0.0829,-0.4687,-0.5077,0.4395,-0.703,0.4348,0.6047,-0.4042,0.583,0.102,-0.5492,0.9231,0.1569,0.4274,0.0532,0.7225,0.5951,0.777,-0.9421,-0.0105,0.2073,-0.1006,-0.5058,0.1178,0.2179,0.5042,0.2972,0.1587,0.1592,-0.3267,-0.1712,0.0444,-0.3984,0.7891,-0.113,-0.2637,0.6638,0.1955,0.6167,0.4493,1.1723,0.5357,0.4233,-0.0245,0.0421,0.2347,0.1306,-0.0949,0.1522,0.422,-0.278,-0.2091,-0.0128,-0.2642,0.2003,-0.0201,-0.1807,0.564,-0.2052,0.2313,-0.3687,-0.3922,-0.6275,0.2933,0.1247,-0.587,-0.0433,0.32,-0.1734,-0.2702,-0.0544,0.0358,0.2541,0.0753,0.2213,-0.2561,-0.0883,-0.2517,-0.7232,-0.3508,0.4705,-0.2576,0.4941,0.0356,-0.0865,-0.0763,-0.3257,0.0303,0.1267,0.3294,0.309,0.1755,-0.1294
DB01013,2.5293,-1.7806,-0.4254,0.1108,-1.0751,-1.4386,1.6962,-0.5267,1.4401,-1.0966,1.2737,0.1316,-0.3162,0.5245,-0.9562,1.2595,0.182,0.5153,-0.2415,0.1727,-0.7729,0.2975,1.0753,0.6616,-0.2734,0.4655,0.3175,-0.1559,0.0232,-0.3657,-0.4214,-0.1392,-0.2816,0.2383,-0.1622,0.2028,-0.1407,0.037,-0.168,0.0685,-0.2161,-0.5016,0.2523,0.2806,0.4203,-0.403,-0.0034,-0.3251,-0.7919,-0.3055,0.1154,0.0174,0.4378,-0.1922,-0.5207,0.7188,0.7714,0.4959,-0.2699,0.1344,-0.1792,-0.7478,-0.2965,-0.1904,-0.6732,0.1992,0.1262,-0.3079,-0.3549,-0.4969,-0.2065,-0.1883,-0.5565,0.3134,0.2427,0.4212,-0.2089,0.23,0.0957,-0.5076,0.579,0.1782,-0.246,-0.0316,-0.5012,0.8728,0.1957,0.1111,0.0304,0.5876,-0.5871,-0.0681,0.1658,0.1372,-0.3199,0.0486,0.0864,0.5182,0.1764,0.2349
DB01014,-0.4957,0.1442,0.7286,0.0013,0.4676,-0.3536,-0.0379,-1.2024,0.4917,1.4413,0.2855,0.5186,0.4909,1.248,0.4546,-0.7837,0.1685,-0.2566,0.4182,-0.0564,0.037,0.3189,-0.1818,0.5106,0.6011,0.7512,0.2845,-0.0812,0.4254,0.4696,0.4048,-0.0356,-0.0197,0.1411,0.0873,-0.689,0.238,0.567,0.1456,0.4146,-0.333,-0.2902,-0.6078,0.2783,0.6137,-0.0989,-0.1761,0.0766,-0.0855,-0.1914,0.2059,0.7185,-0.396,0.1839,0.3855,0.273,0.6345,0.8344,0.1488,-0.1176,-0.0717,-0.0776,0.2456,-0.2208,-0.2379,-0.1997,0.004,-0.0779,0.1984,0.2519,0.6919,0.0301,-0.3322,0.1811,-0.0811,0.025,0.2223,-0.2614,0.2749,-0.548,-0.024,0.5655,-0.3726,0.1671,-0.0981,-0.195,0.0189,0.2363,-0.6952,0.0135,-0.2476,-0.5446,0.1509,0.1014,-0.259,0.1061,0.1454,0.0841,-0.251,0.2073
